timestamp,room,voltage,current,power,energy_kwh,bill_taka,carbon_gco2
2025-11-23 22:34:00,FUB-301,239.0,4.44,1061.16,0.017686,0.1769,0.004121
2025-11-23 22:35:00,FUB-301,228.98,4.19,959.43,0.015991,0.1599,0.003726
2025-11-23 22:36:00,FUB-301,233.56,2.65,618.93,0.010316,0.1032,0.002404
2025-11-23 22:37:00,FUB-301,219.66,2.68,588.69,0.009812,0.0981,0.002286
2025-11-23 22:38:00,FUB-301,223.79,3.11,695.99,0.0116,0.116,0.002703
2025-11-23 22:39:00,FUB-301,232.17,0.19,44.11,0.000735,0.0074,0.000171
2025-11-23 22:40:00,FUB-301,235.0,3.71,871.85,0.014531,0.1453,0.003386
2025-11-23 22:41:00,FUB-301,234.88,4.66,1094.54,0.018242,0.1824,0.00425
2025-11-23 22:42:00,FUB-301,223.89,1.97,441.06,0.007351,0.0735,0.001713
2025-11-23 22:43:00,FUB-301,224.16,0.66,147.95,0.002466,0.0247,0.000575
2025-11-23 22:44:00,FUB-301,233.37,0.37,86.35,0.001439,0.0144,0.000335
2025-11-23 22:45:00,FUB-301,223.31,2.89,645.37,0.010756,0.1076,0.002506
2025-11-23 22:46:00,FUB-301,235.2,1.96,460.99,0.007683,0.0768,0.00179
2025-11-23 22:47:00,FUB-301,233.65,3.23,754.69,0.012578,0.1258,0.002931
2025-11-23 22:48:00,FUB-301,222.06,1.47,326.43,0.00544,0.0544,0.001268
2025-11-23 22:49:00,FUB-301,231.77,1.72,398.64,0.006644,0.0664,0.001548
2025-11-23 22:50:00,FUB-301,236.81,4.12,975.66,0.016261,0.1626,0.003789
2025-11-23 22:51:00,FUB-301,223.99,4.3,963.16,0.016053,0.1605,0.00374
2025-11-23 22:52:00,FUB-301,238.03,4.95,1178.25,0.019638,0.1964,0.004576
2025-11-23 22:53:00,FUB-301,217.72,0.24,52.25,0.000871,0.0087,0.000203
2025-11-23 22:54:00,FUB-301,225.58,4.01,904.58,0.015076,0.1508,0.003513
2025-11-23 22:55:00,FUB-301,236.11,1.09,257.36,0.004289,0.0429,0.000999
2025-11-23 22:56:00,FUB-301,238.72,0.59,140.84,0.002347,0.0235,0.000547
2025-11-23 22:57:00,FUB-301,222.06,3.06,679.5,0.011325,0.1132,0.002639
2025-11-23 22:58:00,FUB-301,234.41,3.71,869.66,0.014494,0.1449,0.003377
2025-11-23 22:59:00,FUB-301,215.74,1.2,258.89,0.004315,0.0432,0.001005
2025-11-23 23:00:00,FUB-301,226.02,4.84,1093.94,0.018232,0.1823,0.004248
2025-11-23 23:01:00,FUB-301,225.19,4.01,903.01,0.01505,0.1505,0.003507
2025-11-23 23:02:00,FUB-301,232.65,0.85,197.75,0.003296,0.033,0.000768
2025-11-23 23:03:00,FUB-301,218.78,4.04,883.87,0.014731,0.1473,0.003432
2025-11-23 23:04:00,FUB-301,236.58,2.83,669.52,0.011159,0.1116,0.0026
2025-11-23 23:05:00,FUB-301,229.85,0.65,149.4,0.00249,0.0249,0.00058
2025-11-23 23:06:00,FUB-301,231.43,0.36,83.31,0.001389,0.0139,0.000324
2025-11-23 23:07:00,FUB-301,230.24,3.26,750.58,0.01251,0.1251,0.002915
2025-11-23 23:08:00,FUB-301,225.16,1.43,321.98,0.005366,0.0537,0.00125
2025-11-23 23:09:00,FUB-301,221.08,3.09,683.14,0.011386,0.1139,0.002653
2025-11-23 23:10:00,FUB-301,215.7,2.72,586.7,0.009778,0.0978,0.002278
2025-11-23 23:11:00,FUB-301,233.61,4.81,1123.66,0.018728,0.1873,0.004364
2025-11-23 23:12:00,FUB-301,223.91,1.24,277.65,0.004627,0.0463,0.001078
2025-11-23 23:13:00,FUB-301,228.58,2.36,539.45,0.008991,0.0899,0.002095
2025-11-23 23:14:00,FUB-301,222.18,4.01,890.94,0.014849,0.1485,0.00346
2025-11-23 23:15:00,FUB-301,221.79,4.94,1095.64,0.018261,0.1826,0.004255
2025-11-23 23:16:00,FUB-301,231.31,2.76,638.42,0.01064,0.1064,0.002479
2025-11-23 23:17:00,FUB-301,219.83,1.66,364.92,0.006082,0.0608,0.001417
2025-11-23 23:18:00,FUB-301,235.02,0.84,197.42,0.00329,0.0329,0.000767
2025-11-23 23:19:00,FUB-301,218.03,1.15,250.73,0.004179,0.0418,0.000974
2025-11-23 23:20:00,FUB-301,231.27,4.48,1036.09,0.017268,0.1727,0.004023
2025-11-23 23:21:00,FUB-301,236.46,0.28,66.21,0.001103,0.011,0.000257
2025-11-23 23:22:00,FUB-301,226.06,0.52,117.55,0.001959,0.0196,0.000456
2025-11-23 23:23:00,FUB-301,225.5,4.77,1075.64,0.017927,0.1793,0.004177
2025-11-23 23:24:00,FUB-301,232.05,4.8,1113.84,0.018564,0.1856,0.004325
2025-11-23 23:25:00,FUB-301,217.48,2.97,645.92,0.010765,0.1076,0.002508
2025-11-23 23:26:00,FUB-301,231.05,3.66,845.64,0.014094,0.1409,0.003284
2025-11-23 23:27:00,FUB-301,233.42,0.49,114.38,0.001906,0.0191,0.000444
2025-11-23 23:28:00,FUB-301,227.78,0.37,84.28,0.001405,0.014,0.000327
2025-11-23 23:29:00,FUB-301,219.84,4.69,1031.05,0.017184,0.1718,0.004004
2025-11-23 23:30:00,FUB-301,233.28,3.49,814.15,0.013569,0.1357,0.003162
2025-11-23 23:31:00,FUB-301,228.29,1.54,351.57,0.00586,0.0586,0.001365
2025-11-23 23:32:00,FUB-301,237.55,0.21,49.89,0.000832,0.0083,0.000194
2025-11-23 23:33:00,FUB-301,238.28,4.08,972.18,0.016203,0.162,0.003775
2025-11-23 23:34:00,FUB-301,225.7,0.38,85.77,0.00143,0.0143,0.000333
2025-11-23 23:35:00,FUB-301,226.84,4.21,955.0,0.015917,0.1592,0.003709
2025-11-23 23:36:00,FUB-301,227.74,2.15,489.64,0.008161,0.0816,0.001902
2025-11-23 23:37:00,FUB-301,235.19,0.7,164.63,0.002744,0.0274,0.000639
2025-11-23 23:38:00,FUB-301,215.19,3.89,837.09,0.013952,0.1395,0.003251
2025-11-23 23:39:00,FUB-301,236.95,2.44,578.16,0.009636,0.0964,0.002245
2025-11-23 23:40:00,FUB-301,233.81,2.73,638.3,0.010638,0.1064,0.002479
2025-11-23 23:41:00,FUB-301,226.03,3.57,806.93,0.013449,0.1345,0.003134
2025-11-23 23:42:00,FUB-301,225.84,2.4,542.02,0.009034,0.0903,0.002105
2025-11-23 23:43:00,FUB-301,237.33,3.27,776.07,0.012934,0.1293,0.003014
2025-11-23 23:44:00,FUB-301,236.26,1.68,396.92,0.006615,0.0662,0.001541
2025-11-23 23:45:00,FUB-301,232.21,0.9,208.99,0.003483,0.0348,0.000812
2025-11-23 23:46:00,FUB-301,220.84,3.36,742.02,0.012367,0.1237,0.002882
2025-11-23 23:47:00,FUB-301,226.13,3.89,879.65,0.014661,0.1466,0.003416
2025-11-23 23:48:00,FUB-301,227.35,3.72,845.74,0.014096,0.141,0.003284
2025-11-23 23:49:00,FUB-301,225.32,4.93,1110.83,0.018514,0.1851,0.004314
2025-11-23 23:50:00,FUB-301,225.13,2.03,457.01,0.007617,0.0762,0.001775
2025-11-23 23:51:00,FUB-301,224.13,3.78,847.21,0.01412,0.1412,0.00329
2025-11-23 23:52:00,FUB-301,221.25,4.79,1059.79,0.017663,0.1766,0.004115
2025-11-23 23:53:00,FUB-301,238.58,2.03,484.32,0.008072,0.0807,0.001881
2025-11-23 23:54:00,FUB-301,233.67,4.1,958.05,0.015967,0.1597,0.00372
2025-11-23 23:55:00,FUB-301,239.64,1.77,424.16,0.007069,0.0707,0.001647
2025-11-23 23:56:00,FUB-301,220.52,0.88,194.06,0.003234,0.0323,0.000754
2025-11-23 23:57:00,FUB-301,215.25,2.65,570.41,0.009507,0.0951,0.002215
2025-11-23 23:58:00,FUB-301,232.51,1.75,406.89,0.006781,0.0678,0.00158
2025-11-23 23:59:00,FUB-301,227.53,0.24,54.61,0.00091,0.0091,0.000212
2025-11-23 00:00:00,FUB-302,221.66,1.3,288.16,0.004803,0.048,0.001119
2025-11-23 00:01:00,FUB-302,233.58,0.23,53.72,0.000895,0.009,0.000209
2025-11-23 00:02:00,FUB-302,216.44,4.62,999.95,0.016666,0.1667,0.003883
2025-11-23 00:03:00,FUB-302,231.97,0.7,162.38,0.002706,0.0271,0.00063
2025-11-23 00:04:00,FUB-302,229.46,3.38,775.57,0.012926,0.1293,0.003012
2025-11-23 00:05:00,FUB-302,234.35,2.34,548.38,0.00914,0.0914,0.00213
2025-11-23 00:06:00,FUB-302,217.2,2.4,521.28,0.008688,0.0869,0.002024
2025-11-23 00:07:00,FUB-302,229.01,0.84,192.37,0.003206,0.0321,0.000747
2025-11-23 00:08:00,FUB-302,233.39,2.77,646.49,0.010775,0.1078,0.002511
2025-11-23 00:09:00,FUB-302,238.6,4.45,1061.77,0.017696,0.177,0.004123
2025-11-23 00:10:00,FUB-302,223.71,2.03,454.13,0.007569,0.0757,0.001764
2025-11-23 00:11:00,FUB-302,233.26,2.04,475.85,0.007931,0.0793,0.001848
2025-11-23 00:12:00,FUB-302,219.55,0.9,197.6,0.003293,0.0329,0.000767
2025-11-23 00:13:00,FUB-302,219.21,1.34,293.74,0.004896,0.049,0.001141
2025-11-23 00:14:00,FUB-302,234.64,0.46,107.93,0.001799,0.018,0.000419
2025-11-23 00:15:00,FUB-302,227.42,1.76,400.26,0.006671,0.0667,0.001554
2025-11-23 00:16:00,FUB-302,222.16,1.89,419.88,0.006998,0.07,0.001631
2025-11-23 00:17:00,FUB-302,239.33,2.69,643.8,0.01073,0.1073,0.0025
2025-11-23 00:18:00,FUB-302,235.57,2.84,669.02,0.01115,0.1115,0.002598
2025-11-23 00:19:00,FUB-302,237.83,3.07,730.14,0.012169,0.1217,0.002835
2025-11-23 00:20:00,FUB-302,237.84,1.13,268.76,0.004479,0.0448,0.001044
2025-11-23 00:21:00,FUB-302,238.01,2.08,495.06,0.008251,0.0825,0.001922
2025-11-23 00:22:00,FUB-302,218.97,3.1,678.81,0.011313,0.1131,0.002636
2025-11-23 00:23:00,FUB-302,232.72,2.87,667.91,0.011132,0.1113,0.002594
2025-11-23 00:24:00,FUB-302,233.81,2.12,495.68,0.008261,0.0826,0.001925
2025-11-23 00:25:00,FUB-302,228.01,0.45,102.6,0.00171,0.0171,0.000398
2025-11-23 00:26:00,FUB-302,226.29,3.36,760.33,0.012672,0.1267,0.002953
2025-11-23 00:27:00,FUB-302,217.29,1.0,217.29,0.003621,0.0362,0.000844
2025-11-23 00:28:00,FUB-302,239.44,4.48,1072.69,0.017878,0.1788,0.004166
2025-11-23 00:29:00,FUB-302,215.94,2.9,626.23,0.010437,0.1044,0.002432
2025-11-23 00:30:00,FUB-302,237.28,2.15,510.15,0.008502,0.085,0.001981
2025-11-23 00:31:00,FUB-302,234.78,4.95,1162.16,0.019369,0.1937,0.004513
2025-11-23 00:32:00,FUB-302,235.53,3.26,767.83,0.012797,0.128,0.002982
2025-11-23 00:33:00,FUB-302,228.6,2.09,477.77,0.007963,0.0796,0.001855
2025-11-23 00:34:00,FUB-302,225.69,3.09,697.38,0.011623,0.1162,0.002708
2025-11-23 00:35:00,FUB-302,236.75,0.48,113.64,0.001894,0.0189,0.000441
2025-11-23 00:36:00,FUB-302,228.19,0.46,104.97,0.00175,0.0175,0.000408
2025-11-23 00:37:00,FUB-302,228.45,0.86,196.47,0.003274,0.0327,0.000763
2025-11-23 00:38:00,FUB-302,222.37,3.16,702.69,0.011712,0.1171,0.002729
2025-11-23 00:39:00,FUB-302,220.68,2.64,582.6,0.00971,0.0971,0.002262
2025-11-23 00:40:00,FUB-302,226.23,4.96,1122.1,0.018702,0.187,0.004358
2025-11-23 00:41:00,FUB-302,231.81,4.26,987.51,0.016458,0.1646,0.003835
2025-11-23 00:42:00,FUB-302,224.63,1.37,307.74,0.005129,0.0513,0.001195
2025-11-23 00:43:00,FUB-302,218.99,2.67,584.7,0.009745,0.0975,0.002271
2025-11-23 00:44:00,FUB-302,217.24,4.23,918.93,0.015316,0.1532,0.003569
2025-11-23 00:45:00,FUB-302,237.85,0.14,33.3,0.000555,0.0056,0.000129
2025-11-23 00:46:00,FUB-302,229.6,0.99,227.3,0.003788,0.0379,0.000883
2025-11-23 00:47:00,FUB-302,229.35,2.42,555.03,0.00925,0.0925,0.002155
2025-11-23 00:48:00,FUB-302,239.18,3.51,839.52,0.013992,0.1399,0.00326
2025-11-23 00:49:00,FUB-302,216.75,1.62,351.14,0.005852,0.0585,0.001364
2025-11-23 00:50:00,FUB-302,218.69,2.84,621.08,0.010351,0.1035,0.002412
2025-11-23 00:51:00,FUB-302,234.55,2.9,680.2,0.011337,0.1134,0.002642
2025-11-23 00:52:00,FUB-302,238.08,0.55,130.94,0.002182,0.0218,0.000508
2025-11-23 00:53:00,FUB-302,231.26,0.54,124.88,0.002081,0.0208,0.000485
2025-11-23 00:54:00,FUB-302,235.95,2.71,639.42,0.010657,0.1066,0.002483
2025-11-23 00:55:00,FUB-302,238.78,0.64,152.82,0.002547,0.0255,0.000593
2025-11-23 00:56:00,FUB-302,218.74,1.64,358.73,0.005979,0.0598,0.001393
2025-11-23 00:57:00,FUB-302,230.73,2.77,639.12,0.010652,0.1065,0.002482
2025-11-23 00:58:00,FUB-302,218.82,1.65,361.05,0.006018,0.0602,0.001402
2025-11-23 00:59:00,FUB-302,232.98,2.67,622.06,0.010368,0.1037,0.002416
2025-11-23 01:00:00,FUB-302,223.48,3.27,730.78,0.01218,0.1218,0.002838
2025-11-23 01:01:00,FUB-302,225.07,2.05,461.39,0.00769,0.0769,0.001792
2025-11-23 01:02:00,FUB-302,220.69,1.67,368.55,0.006142,0.0614,0.001431
2025-11-23 01:03:00,FUB-302,231.38,1.96,453.5,0.007558,0.0756,0.001761
2025-11-23 01:04:00,FUB-302,229.95,0.18,41.39,0.00069,0.0069,0.000161
2025-11-23 01:05:00,FUB-302,238.92,3.01,719.15,0.011986,0.1199,0.002793
2025-11-23 01:06:00,FUB-302,223.26,2.34,522.43,0.008707,0.0871,0.002029
2025-11-23 01:07:00,FUB-302,219.64,3.02,663.31,0.011055,0.1106,0.002576
2025-11-23 01:08:00,FUB-302,237.81,2.85,677.76,0.011296,0.113,0.002632
2025-11-23 01:09:00,FUB-302,219.36,2.77,607.63,0.010127,0.1013,0.00236
2025-11-23 01:10:00,FUB-302,229.45,1.53,351.06,0.005851,0.0585,0.001363
2025-11-23 01:11:00,FUB-302,236.17,3.78,892.72,0.014879,0.1488,0.003467
2025-11-23 01:12:00,FUB-302,228.4,3.93,897.61,0.01496,0.1496,0.003486
2025-11-23 01:13:00,FUB-302,235.17,1.11,261.04,0.004351,0.0435,0.001014
2025-11-23 01:14:00,FUB-302,231.92,2.61,605.31,0.010088,0.1009,0.002351
2025-11-23 01:15:00,FUB-302,220.7,1.0,220.7,0.003678,0.0368,0.000857
2025-11-23 01:16:00,FUB-302,228.62,0.81,185.18,0.003086,0.0309,0.000719
2025-11-23 01:17:00,FUB-302,216.8,1.66,359.89,0.005998,0.06,0.001398
2025-11-23 01:18:00,FUB-302,234.38,1.0,234.38,0.003906,0.0391,0.00091
2025-11-23 01:19:00,FUB-302,220.87,0.53,117.06,0.001951,0.0195,0.000455
2025-11-23 01:20:00,FUB-302,228.14,2.62,597.73,0.009962,0.0996,0.002321
2025-11-23 01:21:00,FUB-302,218.58,4.9,1071.04,0.017851,0.1785,0.004159
2025-11-23 01:22:00,FUB-302,224.34,2.81,630.4,0.010507,0.1051,0.002448
2025-11-23 01:23:00,FUB-302,218.88,1.34,293.3,0.004888,0.0489,0.001139
2025-11-23 01:24:00,FUB-302,220.32,1.18,259.98,0.004333,0.0433,0.00101
2025-11-23 01:25:00,FUB-302,236.02,4.8,1132.9,0.018882,0.1888,0.0044
2025-11-23 01:26:00,FUB-302,233.22,2.52,587.71,0.009795,0.098,0.002282
2025-11-23 01:27:00,FUB-302,225.95,1.52,343.44,0.005724,0.0572,0.001334
2025-11-23 01:28:00,FUB-302,231.91,2.93,679.5,0.011325,0.1132,0.002639
2025-11-23 01:29:00,FUB-302,232.56,0.23,53.49,0.000892,0.0089,0.000208
2025-11-23 01:30:00,FUB-302,224.7,1.08,242.68,0.004045,0.0404,0.000942
2025-11-23 01:31:00,FUB-302,222.72,0.49,109.13,0.001819,0.0182,0.000424
2025-11-23 01:32:00,FUB-302,228.76,4.55,1040.86,0.017348,0.1735,0.004042
2025-11-23 01:33:00,FUB-302,219.25,2.8,613.9,0.010232,0.1023,0.002384
2025-11-23 01:34:00,FUB-302,219.76,4.3,944.97,0.01575,0.1575,0.00367
2025-11-23 01:35:00,FUB-302,230.18,3.53,812.54,0.013542,0.1354,0.003155
2025-11-23 01:36:00,FUB-302,227.75,0.43,97.93,0.001632,0.0163,0.00038
2025-11-23 01:37:00,FUB-302,228.75,1.04,237.9,0.003965,0.0396,0.000924
2025-11-23 01:38:00,FUB-302,215.34,1.09,234.72,0.003912,0.0391,0.000911
2025-11-23 01:39:00,FUB-302,223.77,0.91,203.63,0.003394,0.0339,0.000791
2025-11-23 01:40:00,FUB-302,228.6,3.41,779.53,0.012992,0.1299,0.003027
2025-11-23 01:41:00,FUB-302,236.34,0.85,200.89,0.003348,0.0335,0.00078
2025-11-23 01:42:00,FUB-302,227.03,0.2,45.41,0.000757,0.0076,0.000176
2025-11-23 01:43:00,FUB-302,233.32,0.94,219.32,0.003655,0.0366,0.000852
2025-11-23 01:44:00,FUB-302,225.39,1.18,265.96,0.004433,0.0443,0.001033
2025-11-23 01:45:00,FUB-302,237.54,4.81,1142.57,0.019043,0.1904,0.004437
2025-11-23 01:46:00,FUB-302,230.76,4.55,1049.96,0.017499,0.175,0.004077
2025-11-23 01:47:00,FUB-302,217.85,0.48,104.57,0.001743,0.0174,0.000406
2025-11-23 01:48:00,FUB-302,227.57,0.3,68.27,0.001138,0.0114,0.000265
2025-11-23 01:49:00,FUB-302,238.16,1.31,311.99,0.0052,0.052,0.001212
2025-11-23 01:50:00,FUB-302,230.9,3.25,750.42,0.012507,0.1251,0.002914
2025-11-23 01:51:00,FUB-302,229.79,3.09,710.05,0.011834,0.1183,0.002757
2025-11-23 01:52:00,FUB-302,238.65,3.13,746.97,0.01245,0.1245,0.002901
2025-11-23 01:53:00,FUB-302,223.04,4.31,961.3,0.016022,0.1602,0.003733
2025-11-23 01:54:00,FUB-302,236.06,0.84,198.29,0.003305,0.0331,0.00077
2025-11-23 01:55:00,FUB-302,226.86,0.44,99.82,0.001664,0.0166,0.000388
2025-11-23 01:56:00,FUB-302,235.84,3.6,849.02,0.01415,0.1415,0.003297
2025-11-23 01:57:00,FUB-302,220.33,2.58,568.45,0.009474,0.0947,0.002207
2025-11-23 01:58:00,FUB-302,232.81,1.9,442.34,0.007372,0.0737,0.001718
2025-11-23 01:59:00,FUB-302,224.03,3.78,846.83,0.014114,0.1411,0.003289
2025-11-23 02:00:00,FUB-302,230.83,2.97,685.57,0.011426,0.1143,0.002662
2025-11-23 02:01:00,FUB-302,233.77,1.92,448.84,0.007481,0.0748,0.001743
2025-11-23 02:02:00,FUB-302,237.28,0.98,232.53,0.003876,0.0388,0.000903
2025-11-23 02:03:00,FUB-302,226.81,4.48,1016.11,0.016935,0.1694,0.003946
2025-11-23 02:04:00,FUB-302,215.73,2.07,446.56,0.007443,0.0744,0.001734
2025-11-23 02:05:00,FUB-302,237.98,0.11,26.18,0.000436,0.0044,0.000102
2025-11-23 02:06:00,FUB-302,217.58,2.23,485.2,0.008087,0.0809,0.001884
2025-11-23 02:07:00,FUB-302,222.53,0.62,137.97,0.0023,0.023,0.000536
2025-11-23 02:08:00,FUB-302,228.34,2.15,490.93,0.008182,0.0818,0.001906
2025-11-23 02:09:00,FUB-302,217.15,2.42,525.5,0.008758,0.0876,0.002041
2025-11-23 02:10:00,FUB-302,236.57,3.95,934.45,0.015574,0.1557,0.003629
2025-11-23 02:11:00,FUB-302,224.71,4.2,943.78,0.01573,0.1573,0.003665
2025-11-23 02:12:00,FUB-302,229.72,3.75,861.45,0.014358,0.1436,0.003345
2025-11-23 02:13:00,FUB-302,229.39,4.55,1043.72,0.017395,0.174,0.004053
2025-11-23 02:14:00,FUB-302,221.36,1.4,309.9,0.005165,0.0516,0.001203
2025-11-23 02:15:00,FUB-302,239.18,3.67,877.79,0.01463,0.1463,0.003409
2025-11-23 02:16:00,FUB-302,234.41,2.38,557.9,0.009298,0.093,0.002166
2025-11-23 02:17:00,FUB-302,220.56,0.2,44.11,0.000735,0.0074,0.000171
2025-11-23 02:18:00,FUB-302,231.72,2.06,477.34,0.007956,0.0796,0.001854
2025-11-23 02:19:00,FUB-302,238.38,4.31,1027.42,0.017124,0.1712,0.00399
2025-11-23 02:20:00,FUB-302,238.8,0.78,186.26,0.003104,0.031,0.000723
2025-11-23 02:21:00,FUB-302,234.23,3.96,927.55,0.015459,0.1546,0.003602
2025-11-23 02:22:00,FUB-302,226.18,4.55,1029.12,0.017152,0.1715,0.003996
2025-11-23 02:23:00,FUB-302,222.3,0.84,186.73,0.003112,0.0311,0.000725
2025-11-23 02:24:00,FUB-302,218.55,1.75,382.46,0.006374,0.0637,0.001485
2025-11-23 02:25:00,FUB-302,222.48,2.71,602.92,0.010049,0.1005,0.002341
2025-11-23 02:26:00,FUB-302,224.09,3.17,710.37,0.01184,0.1184,0.002759
2025-11-23 02:27:00,FUB-302,223.46,4.28,956.41,0.01594,0.1594,0.003714
2025-11-23 02:28:00,FUB-302,228.72,1.43,327.07,0.005451,0.0545,0.00127
2025-11-23 02:29:00,FUB-302,232.54,0.91,211.61,0.003527,0.0353,0.000822
2025-11-23 02:30:00,FUB-302,217.52,4.52,983.19,0.016386,0.1639,0.003818
2025-11-23 02:31:00,FUB-302,215.49,3.93,846.88,0.014115,0.1412,0.003289
2025-11-23 02:32:00,FUB-302,229.12,2.83,648.41,0.010807,0.1081,0.002518
2025-11-23 02:33:00,FUB-302,231.49,3.58,828.73,0.013812,0.1381,0.003218
2025-11-23 02:34:00,FUB-302,238.59,2.43,579.77,0.009663,0.0966,0.002251
2025-11-23 02:35:00,FUB-302,239.32,0.5,119.66,0.001994,0.0199,0.000465
2025-11-23 02:36:00,FUB-302,239.35,4.93,1180.0,0.019667,0.1967,0.004582
2025-11-23 02:37:00,FUB-302,226.03,4.52,1021.66,0.017028,0.1703,0.003968
2025-11-23 02:38:00,FUB-302,215.62,0.38,81.94,0.001366,0.0137,0.000318
2025-11-23 02:39:00,FUB-302,237.39,3.29,781.01,0.013017,0.1302,0.003033
2025-11-23 02:40:00,FUB-302,230.52,2.62,603.96,0.010066,0.1007,0.002345
2025-11-23 02:41:00,FUB-302,229.96,3.61,830.16,0.013836,0.1384,0.003224
2025-11-23 02:42:00,FUB-302,239.57,3.87,927.14,0.015452,0.1545,0.0036
2025-11-23 02:43:00,FUB-302,228.55,3.82,873.06,0.014551,0.1455,0.00339
2025-11-23 02:44:00,FUB-302,238.87,3.1,740.5,0.012342,0.1234,0.002876
2025-11-23 02:45:00,FUB-302,226.37,0.31,70.17,0.00117,0.0117,0.000273
2025-11-23 02:46:00,FUB-302,235.61,1.72,405.25,0.006754,0.0675,0.001574
2025-11-23 02:47:00,FUB-302,217.75,0.53,115.41,0.001924,0.0192,0.000448
2025-11-23 02:48:00,FUB-302,226.04,2.4,542.5,0.009042,0.0904,0.002107
2025-11-23 02:49:00,FUB-302,230.89,3.0,692.67,0.011545,0.1154,0.00269
2025-11-23 02:50:00,FUB-302,217.19,1.83,397.46,0.006624,0.0662,0.001543
2025-11-23 02:51:00,FUB-302,224.68,3.91,878.5,0.014642,0.1464,0.003412
2025-11-23 02:52:00,FUB-302,229.89,0.17,39.08,0.000651,0.0065,0.000152
2025-11-23 02:53:00,FUB-302,216.96,0.93,201.77,0.003363,0.0336,0.000784
2025-11-23 02:54:00,FUB-302,239.11,2.27,542.78,0.009046,0.0905,0.002108
2025-11-23 02:55:00,FUB-302,223.15,2.45,546.72,0.009112,0.0911,0.002123
2025-11-23 02:56:00,FUB-302,238.13,0.33,78.58,0.00131,0.0131,0.000305
2025-11-23 02:57:00,FUB-302,226.63,3.59,813.6,0.01356,0.1356,0.003159
2025-11-23 02:58:00,FUB-302,215.98,3.03,654.42,0.010907,0.1091,0.002541
2025-11-23 02:59:00,FUB-302,228.68,2.42,553.41,0.009223,0.0922,0.002149
2025-11-23 03:00:00,FUB-302,215.89,4.49,969.35,0.016156,0.1616,0.003764
2025-11-23 03:01:00,FUB-302,227.4,3.22,732.23,0.012204,0.122,0.002844
2025-11-23 03:02:00,FUB-302,224.05,4.02,900.68,0.015011,0.1501,0.003498
2025-11-23 03:03:00,FUB-302,239.44,0.75,179.58,0.002993,0.0299,0.000697
2025-11-23 03:04:00,FUB-302,226.13,3.05,689.7,0.011495,0.115,0.002678
2025-11-23 03:05:00,FUB-302,224.94,2.49,560.1,0.009335,0.0933,0.002175
2025-11-23 03:06:00,FUB-302,219.22,2.67,585.32,0.009755,0.0976,0.002273
2025-11-23 03:07:00,FUB-302,225.18,1.42,319.76,0.005329,0.0533,0.001242
2025-11-23 03:08:00,FUB-302,222.3,3.8,844.74,0.014079,0.1408,0.00328
2025-11-23 03:09:00,FUB-302,227.78,2.53,576.28,0.009605,0.0961,0.002238
2025-11-23 03:10:00,FUB-302,231.39,2.32,536.82,0.008947,0.0895,0.002085
2025-11-23 03:11:00,FUB-302,226.44,0.63,142.66,0.002378,0.0238,0.000554
2025-11-23 03:12:00,FUB-302,224.49,3.73,837.35,0.013956,0.1396,0.003252
2025-11-23 03:13:00,FUB-302,236.8,2.67,632.26,0.010538,0.1054,0.002455
2025-11-23 03:14:00,FUB-302,231.59,3.29,761.93,0.012699,0.127,0.002959
2025-11-23 03:15:00,FUB-302,229.62,3.3,757.75,0.012629,0.1263,0.002943
2025-11-23 03:16:00,FUB-302,221.68,4.65,1030.81,0.01718,0.1718,0.004003
2025-11-23 03:17:00,FUB-302,235.11,4.18,982.76,0.016379,0.1638,0.003816
2025-11-23 03:18:00,FUB-302,226.57,4.74,1073.94,0.017899,0.179,0.00417
2025-11-23 03:19:00,FUB-302,222.2,1.9,422.18,0.007036,0.0704,0.001639
2025-11-23 03:20:00,FUB-302,218.69,4.61,1008.16,0.016803,0.168,0.003915
2025-11-23 03:21:00,FUB-302,217.05,2.47,536.11,0.008935,0.0894,0.002082
2025-11-23 03:22:00,FUB-302,220.28,3.62,797.41,0.01329,0.1329,0.003097
2025-11-23 03:23:00,FUB-302,239.97,1.8,431.95,0.007199,0.072,0.001677
2025-11-23 03:24:00,FUB-302,234.33,3.81,892.8,0.01488,0.1488,0.003467
2025-11-23 03:25:00,FUB-302,229.43,1.07,245.49,0.004092,0.0409,0.000953
2025-11-23 03:26:00,FUB-302,226.24,3.49,789.58,0.01316,0.1316,0.003066
2025-11-23 03:27:00,FUB-302,222.1,2.94,652.97,0.010883,0.1088,0.002536
2025-11-23 03:28:00,FUB-302,226.41,0.19,43.02,0.000717,0.0072,0.000167
2025-11-23 03:29:00,FUB-302,230.14,3.35,770.97,0.01285,0.1285,0.002994
2025-11-23 03:30:00,FUB-302,215.69,0.46,99.22,0.001654,0.0165,0.000385
2025-11-23 03:31:00,FUB-302,232.93,4.62,1076.14,0.017936,0.1794,0.004179
2025-11-23 03:32:00,FUB-302,224.77,1.23,276.47,0.004608,0.0461,0.001074
2025-11-23 03:33:00,FUB-302,223.61,1.71,382.37,0.006373,0.0637,0.001485
2025-11-23 03:34:00,FUB-302,231.46,3.3,763.82,0.01273,0.1273,0.002966
2025-11-23 03:35:00,FUB-302,231.51,3.92,907.52,0.015125,0.1512,0.003524
2025-11-23 03:36:00,FUB-302,236.95,3.74,886.19,0.01477,0.1477,0.003441
